Wavelength (nm),Abs,,,,,,,,,,,,,,,,,,
333,0.310161859,,,,,,,,,,,,,,,,,,
332,0.314788878,,,,,,,,,,,,,,,,,,
331,0.319848299,,,,,,,,,,,,,,,,,,
330,0.324519575,,,,,,,,,,,,,,,,,,
329,0.329209834,,,,,,,,,,,,,,,,,,
328,0.333499968,,,,,,,,,,,,,,,,,,
327,0.337536722,,,,,,,,,,,,,,,,,,
326,0.34273535,,,,,,,,,,,,,,,,,,
325,0.346730143,,,,,,,,,,,,,,,,,,
324,0.3507303,,,,,,,,,,,,,,,,,,
323,0.355676651,,,,,,,,,,,,,,,,,,
322,0.359930903,,,,,,,,,,,,,,,,,,
321,0.365116835,,,,,,,,,,,,,,,,,,
320,0.369439006,,,,,,,,,,,,,,,,,,
319,0.373845607,,,,,,,,,,,,,,,,,,
318,0.378344894,,,,,,,,,,,,,,,,,,
317,0.383570284,,,,,,,,,,,,,,,,,,
316,0.38971749,,,,,,,,,,,,,,,,,,
315,0.394517571,,,,,,,,,,,,,,,,,,
314,0.399696648,,,,,,,,,,,,,,,,,,
313,0.405158162,,,,,,,,,,,,,,,,,,
312,0.410963714,,,,,,,,,,,,,,,,,,
311,0.416626871,,,,,,,,,,,,,,,,,,
310,0.422743946,,,,,,,,,,,,,,,,,,
309,0.427451491,,,,,,,,,,,,,,,,,,
308,0.432756156,,,,,,,,,,,,,,,,,,
307,0.439218402,,,,,,,,,,,,,,,,,,
306,0.445157051,,,,,,,,,,,,,,,,,,
305,0.451449186,,,,,,,,,,,,,,,,,,
304,0.457183898,,,,,,,,,,,,,,,,,,
303,0.462899119,,,,,,,,,,,,,,,,,,
302,0.469345033,,,,,,,,,,,,,,,,,,
301,0.476692587,,,,,,,,,,,,,,,,,,
300,0.482920438,,,,,,,,,,,,,,,,,,
299,0.489166856,,,,,,,,,,,,,,,,,,
298,0.495571017,,,,,,,,,,,,,,,,,,
297,0.502322197,,,,,,,,,,,,,,,,,,
296,0.509959757,,,,,,,,,,,,,,,,,,
295,0.516290247,,,,,,,,,,,,,,,,,,
294,0.523545682,,,,,,,,,,,,,,,,,,
293,0.531674087,,,,,,,,,,,,,,,,,,
292,0.540336549,,,,,,,,,,,,,,,,,,
291,0.547910392,,,,,,,,,,,,,,,,,,
290,0.554878354,,,,,,,,,,,,,,,,,,
289,0.56364888,,,,,,,,,,,,,,,,,,
288,0.573124707,,,,,,,,,,,,,,,,,,
287,0.581810117,,,,,,,,,,,,,,,,,,
286,0.591246903,,,,,,,,,,,,,,,,,,
285,0.599024057,,,,,,,,,,,,,,,,,,
284,0.607322514,,,,,,,,,,,,,,,,,,
283,0.61424166,,,,,,,,,,,,,,,,,,
282,0.620699525,,,,,,,,,,,,,,,,,,
281,0.628369749,,,,,,,,,,,,,,,,,,
280,0.634270608,,,,,,,,,,,,,,,,,,
279,0.639621675,,,,,,,,,,,,,,,,,,
278,0.64490366,,,,,,,,,,,,,,,,,,
277,0.65012902,,,,,,,,,,,,,,,,,,
276,0.655240953,,,,,,,,,,,,,,,,,,
275,0.659949839,,,,,,,,,,,,,,,,,,
274,0.664448321,,,,,,,,,,,,,,,,,,
273,0.668368697,,,,,,,,,,,,,,,,,,
