0min,,1min,,2min,,3min,,4min,,5min,,6min,,7min,,8min,,9min,,10min,,15min,,20min,,25min,,30min,,40min,,50min,,60min,,90min,,120min,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
749.0079956,-0.004884345,749.0079956,-0.004661086,749.0079956,-0.005089068,749.0079956,-0.004769657,749.0079956,-0.003813041,749.0079956,-0.005146578,749.0079956,-0.00414454,749.0079956,-0.003371008,749.0079956,-0.003997649,749.0079956,-0.003656899,749.0079956,-0.003106003,749.0079956,-0.004422287,749.0079956,-0.003965587,749.0079956,-0.00394722,749.0079956,-0.004875284,749.0079956,-0.004519442,749.0079956,-0.004862178,749.0079956,-0.003682362,749.0079956,-0.003336895,749.0079956,-0.003769366
748.0151367,-0.005577098,748.0151367,-0.004338592,748.0151367,-0.005271191,748.0151367,-0.005214005,748.0151367,-0.004908354,748.0151367,-0.004615806,748.0151367,-0.004852655,748.0151367,-0.004990711,748.0151367,-0.004137463,748.0151367,-0.004557662,748.0151367,-0.004072639,748.0151367,-0.004612886,748.0151367,-0.004698526,748.0151367,-0.003958712,748.0151367,-0.004048482,748.0151367,-0.004172538,748.0151367,-0.00503979,748.0151367,-0.004400558,748.0151367,-0.003577524,748.0151367,-0.00368534
746.9865723,-0.005945557,746.9865723,-0.005254824,746.9865723,-0.005264849,746.9865723,-0.003930854,746.9865723,-0.004904002,746.9865723,-0.005035696,746.9865723,-0.005008368,746.9865723,-0.004950942,746.9865723,-0.004401788,746.9865723,-0.005180805,746.9865723,-0.00467512,746.9865723,-0.004715836,746.9865723,-0.004451446,746.9865723,-0.004695811,746.9865723,-0.005091371,746.9865723,-0.004371652,746.9865723,-0.006060751,746.9865723,-0.004582406,746.9865723,-0.005025,746.9865723,-0.004106643
745.993042,-0.006139367,745.993042,-0.004411218,745.993042,-0.005566007,745.993042,-0.004566423,745.993042,-0.00485844,745.993042,-0.005019012,745.993042,-0.005087533,745.993042,-0.004911783,745.993042,-0.005064507,745.993042,-0.004837501,745.993042,-0.004850966,745.993042,-0.005352508,745.993042,-0.005345041,745.993042,-0.004871956,745.993042,-0.004633222,745.993042,-0.004840061,745.993042,-0.004972029,745.993042,-0.004159206,745.993042,-0.0047651,745.993042,-0.004008267
744.9992065,-0.005836666,744.9992065,-0.005598258,744.9992065,-0.005752426,744.9992065,-0.005378025,744.9992065,-0.005710785,744.9992065,-0.005564627,744.9992065,-0.00570169,744.9992065,-0.005049001,744.9992065,-0.004607968,744.9992065,-0.004498793,744.9992065,-0.005897703,744.9992065,-0.005155429,744.9992065,-0.005129439,744.9992065,-0.005181316,744.9992065,-0.005515658,744.9992065,-0.004927345,744.9992065,-0.006027105,744.9992065,-0.004778618,744.9992065,-0.005375468,744.9992065,-0.004733402
744.0049438,-0.006229555,744.0049438,-0.005661015,744.0049438,-0.006412935,744.0049438,-0.005507888,744.0049438,-0.005267764,744.0049438,-0.005806987,744.0049438,-0.006008315,744.0049438,-0.00566776,744.0049438,-0.005793705,744.0049438,-0.005176456,744.0049438,-0.004428232,744.0049438,-0.005698675,744.0049438,-0.005494341,744.0049438,-0.004960667,744.0049438,-0.005550213,744.0049438,-0.005485957,744.0049438,-0.006007957,744.0049438,-0.004846716,744.0049438,-0.00489489,744.0049438,-0.005629535
743.010376,-0.006875326,743.010376,-0.005924618,743.010376,-0.006501841,743.010376,-0.006208682,743.010376,-0.005942595,743.010376,-0.005753601,743.010376,-0.006050795,743.010376,-0.005034007,743.010376,-0.005435803,743.010376,-0.005752528,743.010376,-0.006072187,743.010376,-0.006085154,743.010376,-0.005306481,743.010376,-0.006481236,743.010376,-0.005967719,743.010376,-0.006084797,743.010376,-0.006173056,743.010376,-0.005790793,743.010376,-0.006109913,743.010376,-0.005184181
742.015564,-0.006840265,742.015564,-0.006160806,742.015564,-0.007340891,742.015564,-0.006477258,742.015564,-0.006259358,742.015564,-0.006400793,742.015564,-0.006027411,742.015564,-0.006068919,742.015564,-0.005752017,742.015564,-0.005849334,742.015564,-0.006048651,742.015564,-0.006066826,742.015564,-0.005924159,742.015564,-0.006184081,742.015564,-0.006082091,742.015564,-0.005789669,742.015564,-0.006596594,742.015564,-0.006221849,742.015564,-0.005713646,742.015564,-0.006017454
740.9846802,-0.007255821,740.9846802,-0.00726799,740.9846802,-0.007268448,740.9846802,-0.00641773,740.9846802,-0.006791287,740.9846802,-0.007311671,740.9846802,-0.00617474,740.9846802,-0.006805711,740.9846802,-0.007315082,740.9846802,-0.007049417,740.9846802,-0.006125279,740.9846802,-0.006258287,740.9846802,-0.0067841,740.9846802,-0.006678734,740.9846802,-0.005695609,740.9846802,-0.006667925,740.9846802,-0.006822224,740.9846802,-0.005677265,740.9846802,-0.006661603,740.9846802,-0.005422203
739.9890137,-0.007425078,739.9890137,-0.007220129,739.9890137,-0.007468234,739.9890137,-0.007039535,739.9890137,-0.006532289,739.9890137,-0.006948446,739.9890137,-0.006650846,739.9890137,-0.006943198,739.9890137,-0.007448082,739.9890137,-0.006645849,739.9890137,-0.005924159,739.9890137,-0.007296093,739.9890137,-0.006548098,739.9890137,-0.006283138,739.9890137,-0.007062254,739.9890137,-0.007523598,739.9890137,-0.007492152,739.9890137,-0.006415077,739.9890137,-0.006001421,739.9890137,-0.006577013
738.993103,-0.008152665,738.993103,-0.007525227,738.993103,-0.008477061,738.993103,-0.007934893,738.993103,-0.007930674,738.993103,-0.008060792,738.993103,-0.007634305,738.993103,-0.007866871,738.993103,-0.007715333,738.993103,-0.007485587,738.993103,-0.007327808,738.993103,-0.006969895,738.993103,-0.007035307,738.993103,-0.007033219,738.993103,-0.007453832,738.993103,-0.007577989,738.993103,-0.007804787,738.993103,-0.007670065,738.993103,-0.0070241,738.993103,-0.00657222
737.9967651,-0.009124013,737.9967651,-0.008233596,737.9967651,-0.008391808,737.9967651,-0.008199,737.9967651,-0.007845364,737.9967651,-0.007332084,737.9967651,-0.008381397,737.9967651,-0.007754748,737.9967651,-0.008228719,737.9967651,-0.007400037,737.9967651,-0.008038481,737.9967651,-0.007754392,737.9967651,-0.00740187,737.9967651,-0.007898239,737.9967651,-0.007816838,737.9967651,-0.007867989,737.9967651,-0.00786077,737.9967651,-0.008183403,737.9967651,-0.007245333,737.9967651,-0.007944551
737.0001221,-0.009376201,737.0001221,-0.008491226,737.0001221,-0.008587271,737.0001221,-0.00877529,737.0001221,-0.008387796,737.0001221,-0.008586662,737.0001221,-0.008701209,737.0001221,-0.008000007,737.0001221,-0.008128224,737.0001221,-0.007803363,737.0001221,-0.007802346,737.0001221,-0.008588033,737.0001221,-0.008352044,737.0001221,-0.007858074,737.0001221,-0.008336148,737.0001221,-0.008246854,737.0001221,-0.009183221,737.0001221,-0.008735917,737.0001221,-0.008010071,737.0001221,-0.008095043
736.0030518,-0.010313375,736.0030518,-0.009169079,736.0030518,-0.009539367,736.0030518,-0.009067078,736.0030518,-0.008999741,736.0030518,-0.009213887,736.0030518,-0.009223619,736.0030518,-0.009006941,736.0030518,-0.008703238,736.0030518,-0.009186364,736.0030518,-0.008769658,736.0030518,-0.00935563,736.0030518,-0.008612954,736.0030518,-0.00905136,736.0030518,-0.009169231,736.0030518,-0.009095622,736.0030518,-0.009276682,736.0030518,-0.008482748,736.0030518,-0.009768737,736.0030518,-0.009154176
735.0056763,-0.010735017,735.0056763,-0.009916878,735.0056763,-0.01022388,735.0056763,-0.010342242,735.0056763,-0.010119497,735.0056763,-0.009721658,735.0056763,-0.009571425,735.0056763,-0.010123796,735.0056763,-0.009796021,735.0056763,-0.010181604,735.0056763,-0.009464908,735.0056763,-0.009406042,735.0056763,-0.009655485,735.0056763,-0.00941658,735.0056763,-0.009747476,735.0056763,-0.009926796,735.0056763,-0.010240719,735.0056763,-0.009207197,735.0056763,-0.009698723,735.0056763,-0.009311698
734.0079956,-0.011708526,734.0079956,-0.01030387,734.0079956,-0.011340337,734.0079956,-0.010673091,734.0079956,-0.011359352,734.0079956,-0.011470699,734.0079956,-0.011033871,734.0079956,-0.009960648,734.0079956,-0.010746432,734.0079956,-0.01033931,734.0079956,-0.01020603,734.0079956,-0.010476947,734.0079956,-0.010208406,734.0079956,-0.010497313,734.0079956,-0.010813147,734.0079956,-0.010366305,734.0079956,-0.011372313,734.0079956,-0.009915664,734.0079956,-0.009951034,734.0079956,-0.010106144
733.0099487,-0.012032394,733.0099487,-0.011690888,733.0099487,-0.012171861,733.0099487,-0.011398336,733.0099487,-0.011488245,733.0099487,-0.011984904,733.0099487,-0.011192076,733.0099487,-0.011867241,733.0099487,-0.011489304,733.0099487,-0.011241267,733.0099487,-0.010920594,733.0099487,-0.011175173,733.0099487,-0.011215284,733.0099487,-0.011565633,733.0099487,-0.011159683,733.0099487,-0.011034931,733.0099487,-0.011748488,733.0099487,-0.011374684,733.0099487,-0.0109577,733.0099487,-0.010920392
732.0114746,-0.01281218,732.0114746,-0.012675081,732.0114746,-0.013278306,732.0114746,-0.012749393,732.0114746,-0.01216874,732.0114746,-0.011933632,732.0114746,-0.012429883,732.0114746,-0.012291656,732.0114746,-0.01203743,732.0114746,-0.011744103,732.0114746,-0.012052335,732.0114746,-0.011978962,732.0114746,-0.011657121,732.0114746,-0.012144727,732.0114746,-0.012168287,732.0114746,-0.011805627,732.0114746,-0.012880839,732.0114746,-0.01178648,732.0114746,-0.01226317,732.0114746,-0.012004898
731.0126953,-0.014207257,731.0126953,-0.012996269,731.0126953,-0.013754265,731.0126953,-0.013360498,731.0126953,-0.013027873,731.0126953,-0.012643402,731.0126953,-0.013374805,731.0126953,-0.012929889,731.0126953,-0.013199013,731.0126953,-0.012918331,731.0126953,-0.012491359,731.0126953,-0.012917225,731.0126953,-0.012524357,731.0126953,-0.013523428,731.0126953,-0.012900993,731.0126953,-0.012746879,731.0126953,-0.013811642,731.0126953,-0.012552223,731.0126953,-0.012632741,731.0126953,-0.012938583
730.0136719,-0.014708926,730.0136719,-0.014273291,730.0136719,-0.014817166,730.0136719,-0.014213771,730.0136719,-0.014046789,730.0136719,-0.014257611,730.0136719,-0.013874728,730.0136719,-0.013839977,730.0136719,-0.013656647,730.0136719,-0.0136428,730.0136719,-0.013323145,730.0136719,-0.014640805,730.0136719,-0.013842535,730.0136719,-0.01371469,730.0136719,-0.014295184,730.0136719,-0.014073755,730.0136719,-0.014407733,730.0136719,-0.01360497,730.0136719,-0.013311496,730.0136719,-0.013578426
729.0141602,-0.015495566,729.0141602,-0.015402186,729.0141602,-0.015776085,729.0141602,-0.014719936,729.0141602,-0.014754717,729.0141602,-0.014971898,729.0141602,-0.014583088,729.0141602,-0.014582437,729.0141602,-0.014479847,729.0141602,-0.014335158,729.0141602,-0.01428276,729.0141602,-0.015193069,729.0141602,-0.014612323,729.0141602,-0.01439346,729.0141602,-0.014685754,729.0141602,-0.014662329,729.0141602,-0.016017806,729.0141602,-0.014949439,729.0141602,-0.014540332,729.0141602,-0.014629943
728.0144043,-0.016098881,728.0144043,-0.015612651,728.0144043,-0.015738441,728.0144043,-0.014995256,728.0144043,-0.015651256,728.0144043,-0.015697446,728.0144043,-0.015447205,728.0144043,-0.015842181,728.0144043,-0.015137575,728.0144043,-0.01505552,728.0144043,-0.015334174,728.0144043,-0.014740455,728.0144043,-0.015417975,728.0144043,-0.0155135,728.0144043,-0.015264252,728.0144043,-0.015360961,728.0144043,-0.016147718,728.0144043,-0.015446155,728.0144043,-0.015076422,728.0144043,-0.015097824
727.0142822,-0.016564783,727.0142822,-0.016006527,727.0142822,-0.016225727,727.0142822,-0.016415803,727.0142822,-0.016162783,727.0142822,-0.015901079,727.0142822,-0.016265076,727.0142822,-0.015846524,727.0142822,-0.016218295,727.0142822,-0.015573892,727.0142822,-0.016115293,727.0142822,-0.016236998,727.0142822,-0.016207723,727.0142822,-0.016302874,727.0142822,-0.01628218,727.0142822,-0.015981479,727.0142822,-0.016457526,727.0142822,-0.015781427,727.0142822,-0.016394516,727.0142822,-0.016143128
726.0137939,-0.017216677,726.0137939,-0.016558105,726.0137939,-0.017482461,726.0137939,-0.017039197,726.0137939,-0.017042333,726.0137939,-0.016955061,726.0137939,-0.016925983,726.0137939,-0.016492916,726.0137939,-0.016249666,726.0137939,-0.016623385,726.0137939,-0.016834753,726.0137939,-0.01614657,726.0137939,-0.016286369,726.0137939,-0.016637336,726.0137939,-0.016337778,726.0137939,-0.016134599,726.0137939,-0.016787436,726.0137939,-0.016644411,726.0137939,-0.016633101,726.0137939,-0.01588965
725.0130005,-0.018176971,725.0130005,-0.017293897,725.0130005,-0.017765179,725.0130005,-0.017302703,725.0130005,-0.016922347,725.0130005,-0.017620588,725.0130005,-0.017739236,725.0130005,-0.016856516,725.0130005,-0.017056569,725.0130005,-0.017077627,725.0130005,-0.017039197,725.0130005,-0.01692668,725.0130005,-0.017234093,725.0130005,-0.01668432,725.0130005,-0.018145245,725.0130005,-0.017292155,725.0130005,-0.018140676,725.0130005,-0.016886992,725.0130005,-0.016649544,725.0130005,-0.016739717
724.0118408,-0.018027302,724.0118408,-0.018284947,724.0118408,-0.017896459,724.0118408,-0.01791966,724.0118408,-0.017858103,724.0118408,-0.018290406,724.0118408,-0.018278196,724.0118408,-0.017608158,724.0118408,-0.017559635,724.0118408,-0.017903067,724.0118408,-0.016849395,724.0118408,-0.017680239,724.0118408,-0.016923094,724.0118408,-0.018477796,724.0118408,-0.017714089,724.0118408,-0.017509513,724.0118408,-0.018142762,724.0118408,-0.017897651,724.0118408,-0.017712299,724.0118408,-0.017093753
723.0103149,-0.01859249,723.0103149,-0.018137449,723.0103149,-0.018725157,723.0103149,-0.01780742,723.0103149,-0.017856512,723.0103149,-0.018045429,723.0103149,-0.018158006,723.0103149,-0.017692566,723.0103149,-0.017844886,723.0103149,-0.017374387,723.0103149,-0.017217224,723.0103149,-0.017801408,723.0103149,-0.017519508,723.0103149,-0.017960247,723.0103149,-0.018102441,723.0103149,-0.01800371,723.0103149,-0.018994084,723.0103149,-0.018032467,723.0103149,-0.0182223,723.0103149,-0.017989255
722.0084839,-0.019272503,722.0084839,-0.018251341,722.0084839,-0.018632121,722.0084839,-0.018095192,722.0084839,-0.018578205,722.0084839,-0.018375475,722.0084839,-0.018126028,722.0084839,-0.018461173,722.0084839,-0.018374383,722.0084839,-0.017879765,722.0084839,-0.0178266,722.0084839,-0.018701801,722.0084839,-0.018276557,722.0084839,-0.018267771,722.0084839,-0.018546456,722.0084839,-0.0183856,722.0084839,-0.019295579,722.0084839,-0.018305942,722.0084839,-0.017928105,722.0084839,-0.018284004
721.0063477,-0.019797098,721.0063477,-0.018492877,721.0063477,-0.019293647,721.0063477,-0.018461123,721.0063477,-0.018943435,721.0063477,-0.018835921,721.0063477,-0.018763287,721.0063477,-0.018770527,721.0063477,-0.018879345,721.0063477,-0.018343218,721.0063477,-0.018115303,721.0063477,-0.018631922,721.0063477,-0.018407533,721.0063477,-0.018580338,721.0063477,-0.018913101,721.0063477,-0.018743256,721.0063477,-0.019036254,721.0063477,-0.01830907,721.0063477,-0.018704478,721.0063477,-0.018154133
720.0037842,-0.019872574,720.0037842,-0.018945118,720.0037842,-0.019391246,720.0037842,-0.018726991,720.0037842,-0.019324005,720.0037842,-0.018881725,720.0037842,-0.019034768,720.0037842,-0.019122317,720.0037842,-0.019038286,720.0037842,-0.018942988,720.0037842,-0.018536435,720.0037842,-0.018732743,720.0037842,-0.018784111,720.0037842,-0.019040862,720.0037842,-0.01867993,720.0037842,-0.018698923,720.0037842,-0.01939184,720.0037842,-0.018322123,720.0037842,-0.018685535,720.0037842,-0.018850246
719.0009155,-0.020082366,719.0009155,-0.018799482,719.0009155,-0.01959944,719.0009155,-0.018735124,719.0009155,-0.019034173,719.0009155,-0.018982934,719.0009155,-0.019000031,719.0009155,-0.018882914,719.0009155,-0.018875727,719.0009155,-0.018710231,719.0009155,-0.018513566,719.0009155,-0.019286666,719.0009155,-0.01863336,719.0009155,-0.019218417,719.0009155,-0.01973358,719.0009155,-0.019138813,719.0009155,-0.019689251,719.0009155,-0.018668922,719.0009155,-0.018769734,719.0009155,-0.018814107
717.9976807,-0.020057501,717.9976807,-0.019181119,717.9976807,-0.019777706,717.9976807,-0.019079411,717.9976807,-0.0188266,717.9976807,-0.019536981,717.9976807,-0.019194394,717.9976807,-0.018837903,717.9976807,-0.019352922,717.9976807,-0.018909879,717.9976807,-0.018580884,717.9976807,-0.019140696,717.9976807,-0.018925343,717.9976807,-0.018778658,717.9976807,-0.019284884,717.9976807,-0.019110773,717.9976807,-0.019256504,717.9976807,-0.018544771,717.9976807,-0.018927127,717.9976807,-0.018563323
716.9941406,-0.019750549,716.9941406,-0.019385949,716.9941406,-0.019793535,716.9941406,-0.019349901,716.9941406,-0.018986253,716.9941406,-0.018849652,716.9941406,-0.019030159,716.9941406,-0.019492682,716.9941406,-0.019496147,716.9941406,-0.01873309,716.9941406,-0.018837458,716.9941406,-0.019019803,716.9941406,-0.019131977,716.9941406,-0.018766163,716.9941406,-0.019224856,716.9941406,-0.019029712,716.9941406,-0.019989176,716.9941406,-0.018839043,716.9941406,-0.01909809,716.9941406,-0.018987888
715.9902954,-0.019385651,715.9902954,-0.018958896,715.9902954,-0.019289091,715.9902954,-0.019008555,715.9902954,-0.019274781,715.9902954,-0.019128261,715.9902954,-0.019345842,715.9902954,-0.018864524,715.9902954,-0.019174779,715.9902954,-0.018697089,715.9902954,-0.018769385,715.9902954,-0.01912846,715.9902954,-0.018820353,715.9902954,-0.019154072,715.9902954,-0.019534854,715.9902954,-0.019320687,715.9902954,-0.019113647,715.9902954,-0.018966381,715.9902954,-0.01914674,715.9902954,-0.018788276
714.986084,-0.019513125,714.986084,-0.018758329,714.986084,-0.019372778,714.986084,-0.018889507,714.986084,-0.018741073,714.986084,-0.019259823,714.986084,-0.018638618,714.986084,-0.018831111,714.986084,-0.01873319,714.986084,-0.018785054,714.986084,-0.018750098,714.986084,-0.01884752,714.986084,-0.018570466,714.986084,-0.018616298,714.986084,-0.019470111,714.986084,-0.019141341,714.986084,-0.019382432,714.986084,-0.018580932,714.986084,-0.018795813,714.986084,-0.01865072
714.017334,-0.019485801,714.017334,-0.018990515,714.017334,-0.019392632,714.017334,-0.018699668,714.017334,-0.01864328,714.017334,-0.018966479,714.017334,-0.01992183,714.017334,-0.018351158,714.017334,-0.018923907,714.017334,-0.018816933,714.017334,-0.018570218,714.017334,-0.018929804,714.017334,-0.017971968,714.017334,-0.018772013,714.017334,-0.019100716,714.017334,-0.019188352,714.017334,-0.01921599,714.017334,-0.018586935,714.017334,-0.018876322,714.017334,-0.018376816
713.0125122,-0.018943632,713.0125122,-0.018566499,713.0125122,-0.018937735,713.0125122,-0.017956123,713.0125122,-0.018588522,713.0125122,-0.018527061,713.0125122,-0.018322024,713.0125122,-0.017731186,713.0125122,-0.018865962,713.0125122,-0.018091168,713.0125122,-0.017802997,713.0125122,-0.018391058,713.0125122,-0.018567886,713.0125122,-0.018248759,713.0125122,-0.01849119,713.0125122,-0.018813562,713.0125122,-0.018927723,713.0125122,-0.018196682,713.0125122,-0.018082229,713.0125122,-0.01801265
712.0072021,-0.018594375,712.0072021,-0.017940475,712.0072021,-0.018137697,712.0072021,-0.018049601,712.0072021,-0.017931731,712.0072021,-0.017917523,712.0072021,-0.018251043,712.0072021,-0.017713988,712.0072021,-0.017873606,712.0072021,-0.017847719,712.0072021,-0.018153239,712.0072021,-0.018123744,712.0072021,-0.01778983,712.0072021,-0.017759563,712.0072021,-0.018215548,712.0072021,-0.017974105,712.0072021,-0.018400289,712.0072021,-0.018114507,712.0072021,-0.018418748,712.0072021,-0.017519061
711.00177,-0.018220861,711.00177,-0.01750668,711.00177,-0.018369073,711.00177,-0.01734275,711.00177,-0.017479129,711.00177,-0.017626951,711.00177,-0.017709367,711.00177,-0.017187368,711.00177,-0.017675815,711.00177,-0.017262254,711.00177,-0.016781759,711.00177,-0.017347774,711.00177,-0.017377818,711.00177,-0.017785605,711.00177,-0.017916281,711.00177,-0.017473161,711.00177,-0.017766075,711.00177,-0.017140986,711.00177,-0.017602094,711.00177,-0.017324492
709.9958496,-0.017678102,709.9958496,-0.016678441,709.9958496,-0.018503644,709.9958496,-0.017444616,709.9958496,-0.016913036,709.9958496,-0.017982997,709.9958496,-0.016866526,709.9958496,-0.017090717,709.9958496,-0.017011967,709.9958496,-0.017023368,709.9958496,-0.017218269,709.9958496,-0.016925385,709.9958496,-0.016743852,709.9958496,-0.016921502,709.9958496,-0.017258374,709.9958496,-0.017344989,709.9958496,-0.017739585,709.9958496,-0.016886396,709.9958496,-0.016879324,709.9958496,-0.017378267
