"","exp_mass","abundance","RT","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_RT","C13_mass2","C13_abund2","C13_RT2","S34_mass","S34_abund","S34_RT","tag"
"55",317.030124347499,2227822,55.39,"C15H10O8","O8","CHO",15,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318.037400799659,317.03029084524,-0.523516228426859,0.52,317,316.676125678437,0.323874321562528,11,0.533333333333333,0.666666666666667,3,24.4644282536462,23,0.9,32,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"56",317.045336323045,2111599,52.4,"C19H10O5","O5","CHO",19,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318.052612775205,317.04554697834,-0.662328453225055,0.66,317,316.691320668155,0.308679331844871,15,0.263157894736842,0.526315789473684,10,24.4656018023462,24,1,40,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
"57",317.066476289061,2083952.5,51.69,"C16H14O7","O7","CHO",16,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318.073752741221,317.06667635054,-0.628978271935991,0.63,317,316.712437029096,0.287562970904048,10,0.4375,0.875,3,24.4672271386692,23,0.9,34,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"58",317.08187226431,1665905.5,40.95,"C20H14O4","O4","CHO",20,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318.08914871647,317.08193248364,-0.189315888050852,0.19,317,316.727815813062,0.272184186937864,14,0.2,0.7,10,24.4684006873692,24,1,42,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"59",317.102869230556,834610.8,19.6,"C17H18O6","O6","CHO",17,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318.110145682716,317.10306185584,-0.605530149452503,0.61,317,316.748789333908,0.251210666092334,9,0.352941176470588,1.05882352941176,3,24.4700260236923,23,0.9,36,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous"
"60",319.009398165651,1257137.4,29.8,"C14H8O9","O9","CHO",14,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320.016674617811,319.00955540374,-0.491343425653655,0.49,319,318.653189421762,0.34681057823849,11,0.642857142857143,0.571428571428571,2,24.6166793735308,23,0.9,30,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"61",319.024649141134,2712050.3,66.37,"C18H8O6","O6","CHO",18,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320.031925593294,319.02481153684,-0.507435956573532,0.51,319,318.668423367869,0.331576632131146,15,0.333333333333333,0.444444444444444,9,24.6178529222308,24,1,38,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
"62",319.045831107082,2060531.8,50,"C15H12O8","O8","CHO",15,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320.053107559242,319.04594090904,-0.343074182275003,0.34,319,318.689581681845,0.310418318155371,10,0.533333333333333,0.8,2,24.6194782585538,23,0.9,32,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"63",409.107842650823,1877012,33.72,"C26H18O5","O5","CHO",26,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,410.115119102983,409.10814723354,-0.742676148904094,0.74,409,408.651029178919,0.348970821080911,18,0.192307692307692,0.692307692307692,13,31.5473402835154,31,1,54,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"64",319.08213504872,1303414.3,30.97,"C16H16O7","O7","CHO",16,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320.08941150088,319.08232641434,-0.597850515717917,0.6,319,318.725845086177,0.274154913822542,9,0.4375,1,2,24.6222771435769,23,0.9,34,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous"
